FunctionalGroup,PathFeature
6,"['666333111211', '668333110110', '686334102101', '866343022012', '666433223122', '668333233221', '686333333212']"
6,"['666334112221', '668343120210', '686433203101', '866333033011', '666333333112']"
6,"['686334102101', '866343022012', '666433223122']"
9,"['667333100100', '676334000000', '766344000000', '667443000000', '676433000000', '766334000000', '666343002001', '666433022011', '666333222112']"
5,"['666333111211', '668333110110', '686333100100', '866334000000', '666344000000', '666443002001', '666433022012']"
6,"['666333111212', '668333112121', '686334122211', '866344220110', '666443203101', '666433033011', '666333333112']"
6,"['686334111211', '866344110110', '666443102101', '666433022011', '666333222112']"
9,"['667343100100', '676433000000', '766334000000', '667343002001', '676433022011', '766333222112']"
6,"['686334100100', '866344000000', '666444000000', '667444002001', '676444022011', '766443223111']"
9,"['667343100100', '676433000000', '766334000000', '667343000000', '676433000000', '766334002001', '666344022011', '666443222112']"
4,"['666344110210', '666443100100', '666434000000', '666344000000', '666443002001']"
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333333112', '668333334121', '686333344211', '866333445111']"
4,"['666333102101', '666333022011', '666333222111', '666334223111', '666344233111', '668443330110', '686433300100', '866333004001']"
5,"['668343110210', '686433100100', '866333000000', '666333000000', '666333002001']"
2,"['666333111222', '666334112221', '667343122211', '676433220110', '767333200100', '676334000000', '766344000000', '666444000000', '666443000000', '667433000000', '676333003001']"
9,"['666344100100', '666443000000', '667433000000', '676334000000', '766344000000', '666444000000', '666443002001']"
5,"['668333100100', '686334000000', '866344002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333334111']"
9,"['676333100100', '766334000000', '666344000000', '666444000000', '666444000000', '666444000000', '667443002001']"
9,"['676333100100', '766334000000', '666344000000', '666444000000', '666444000000', '666444000000', '667443002001', '676433022011', '766333222112']"
7,"['667333111211', '676334111111', '766344110110', '666443100100', '667433000000', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666443002001', '667433022011', '676333222112']"
7,"['667333111211', '676334110110', '766344100100', '666443000000', '667433000000', '676334000000', '766344000000', '666443002001']"
5,"['668333100100', '686334000000', '866344000000', '667443000000', '676433000000', '766334000000', '666343002001']"
5,"['668333100100', '686334000000', '866344000000', '667443000000', '676433000000', '766334000000', '666343002001', '666433022011', '666333222112']"
6,"['686334100100', '866344000000', '667443002001', '676433022011', '766334222111', '666343223111', '666433233112']"
9,"['666344100100', '666444000000', '667443000000', '676433000000', '766334000000', '666344000000', '666443002001', '666433022011', '666333222112', '666333223121', '666333233212']"
6,"['686334100100', '866343000000', '667433000000', '676333002001', '767333022011', '676333223111']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433000000', '676333002001', '767333022011', '676333223111']"
9,"['667333100100', '676334002001', '766343022012']"
6,"['666333111212', '668333112121', '686334122211', '866344220110', '666443200100', '666433000000', '666333003001']"
5,"['666344100100', '666443000000', '668433000000', '686333002001', '866333022011', '666333223111']"
7,"['676333122111', '766334222112', '666344223121', '666443230210', '667433300100', '676334000000', '766344000000', '666444000000', '666443004001']"
8,"['666343110210', '667433102101', '676334022011', '766343223111']"
5,"['666333111212', '666334112121', '666344122211', '668443220110', '686433200100', '866334003001', '666344033011', '666444330110', '666444304101', '666444045011', '666443455111', '666433555111', '666333556111']"
5,"['666344111211', '668443110110', '686433100100', '866334002001', '666344022011', '666444220110', '666444203101', '666444034011', '666443344111', '666433444111', '666333445111']"
7,"['667343122112', '676433223121', '766334233211', '667343333111', '676434330110', '766344300100', '666444000000', '667443004001']"
4,"['666333110210', '666334100100', '666344000000', '666443002001']"
4,"['666334111211', '668344110110', '686444102101', '868444022011', '686444222111', '866444220110', '668443200100', '686433000000', '866333000000', '666333000000', '666333003001']"
6,"['666333111211', '668333110110', '686334100100', '866342000000', '666422000000', '666224002001', '666243022012']"
6,"['666333111211', '668333110110', '686334100100', '866344000000', '666444000000', '666444000000', '668443000000', '686433002001', '866333022011', '666333222112']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433000000', '676333002001', '766333022012']"
6,"['686334100100', '866343000000', '667433000000', '676333002001', '766333022012']"
5,"['668333100100', '686334002001', '866343022011', '666434222111', '668343220110', '686433200100', '866333003001']"
7,"['666344100100', '667443002001', '676433022011', '766334222111', '666344220110', '666443200100', '667433000000', '676333003001', '766333033012']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433000000', '676333002001', '766333022011', '667333222111', '676333223111']"
9,"['666344100100', '666444000000', '666443000000', '667433000000', '676334000000', '766344000000', '667443002001', '676433022011', '766333222112']"
9,"['667333100100', '676334000000', '766343000000', '667433000000', '676333002001']"
0,"['668343100100', '686433000000', '867333002001', '676334022011', '766343220110', '668433200100', '686333003001']"
8,"['667343111211', '676433110110', '766334100100', '666344000000', '666444000000', '667443002001', '676433022011', '766333222112']"
9,"['666333111211', '666334110110', '666343100100', '667433000000', '676334000000', '766344000000', '667443002001', '676433022012']"
6,"['668333110210', '686334100100', '866344002001', '668444022011', '686444222112', '868443223121', '686433233212', '866333334121', '666333344212']"
6,"['686334111212', '868344112121', '686444122211', '866444220110', '668443200100', '686433003001', '866333033012']"
7,"['666343112221', '667433122211', '677333220110', '776333200100', '766333003001']"
9,"['666333111211', '666334110110', '666343100100', '667433000000', '676334000000', '766344000000', '666443002001', '667433022011', '676333222112']"
9,"['666343100100', '667433000000', '676334000000', '766344000000', '666443002001', '667433022011', '676333222112']"
7,"['676333122111', '766334222112', '666344223121', '666443230210', '667433300100', '676334000000', '766343004001']"
5,"['666333111211', '668333110110', '686333100100', '866334000000', '667344000000', '6716444000000', '7166443002001']"
6,"['668344110210', '686444102101', '866444022011', '666444222111', '667443220110', '676433200100', '767333000000', '676333003001']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433002001', '676334022011', '766344222111', '667444222111', '676444220110', '766443200100', '666433000000', '666333003001']"
9,"['766344100100', '666443000000', '667433000000', '676334000000', '766344002001', '666443023011']"
9,"['676333111211', '766334110110', '667343100100', '676433000000', '766334000000', '666344000000', '666443002001', '666433022011', '666333222112', '666333223121', '666333233212']"
6,"['686333102101', '866333022011', '666333222111', '666333222111', '666334220110', '666344203101', '666443033012', '666433334122', '668333344221', '686333444212']"
4,"['666334100100', '666344000000', '666444002001', '666444022011', '666443223111']"
5,"['666343112221', '666433120210', '668333200100', '686334000000', '866343003001']"
6,"['686334100100', '866344000000', '668444000000', '686444000000', '866444000000', '667444000000', '676444000000', '766444000000', '666444000000', '666444000000', '666444000000', '666443002001']"
9,"['666344100100', '666443000000', '667433000000', '676334000000', '766344000000', '667443002001', '676433022012']"
6,"['686334100100', '866343000000', '667433000000', '676334000000', '766343000000', '667433000000', '676334000000', '766343000000', '667433000000', '676334000000', '766343002001']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433000000', '676334000000', '766343000000', '667433000000', '676334000000', '766343000000', '667433000000', '676334000000', '766343002001']"
9,"['666333100100', '666333000000', '667333000000', '676334000000', '766344002001', '666443023011']"
6,"['668333110210', '686334100100', '866343000000', '667433000000', '676333002001', '766333022011', '666333222112']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766344002001', '666444022011', '666444222111', '666444222111', '666443220110', '668433200100', '686333003001', '866333033012']"
8,"['666343100100', '667433002001', '676334022011', '766344222111', '667443222111', '676433223111']"
9,"['666343100100', '667433000000', '676334000000', '766344002001', '666443023011']"
2,"['667343111211', '676433110110', '767333100100', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666443000000', '667433000000', '676334000000', '766344000000', '666443002001']"
7,"['666344111212', '666443112121', '667433122211', '676333223111', '766333233111', '666333330110', '667333300100', '676334000000', '766344000000', '666443004001']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766343000000', '668433000000', '686333002001', '866333022011', '666333222112']"
8,"['667343111211', '676433110110', '766333102101', '666333022011', '666333222111', '667333220110', '676333203101']"
7,"['667333111211', '676334110110', '766343100100', '667433000000', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666443002001']"
